id,orderID,userID,goodsID,orderAmount,payment,chanelID,platfromType,orderTime,payTime,chargeback
7495,sys-2019-375402404,user-207041,PR000340,754.96,741.48,渠道-0896,APP ,2019-02-07 13:21:18,2019-02-07 13:21:39,否
279,sys-2019-232858822,user-116706,PR000276,475.85,468.05,渠道-0007,APP ,2019-01-01 23:38:03,2019-01-01 23:38:38,否
50186,sys-2019-218068575,user-153968,PR000025,1047.69,994.95,渠道-0191,Wech atMP,2019-07-19 19:42:58,2019-07-19 19:48:40,否
87814,sys-2019-349797949,user-299618,PR000680,812.07,727.58,渠道-0765,Wech atMP,2019-11-16 14:02:39,2019-11-16 14:07:20,否
52959,sys-2019-260799468,user-213824,PR000226,346.81,346.81,渠道-0330,AP P ,2019-07-28 19:04:33,2019-07-28 19:05:08,否
6776,sys-2019-332138255,user-207661,PR000260,5081.95,5053.94,渠道-0568,Wech atMP,2019-02-02 21:56:15,2019-02-02 21:56:36,否
38684,sys-2019-306602401,user-246298,PR000191,532.58,462.24,渠道-0283,APP ,2019-06-14 10:27:09,2019-06-14 10:28:09,否
67543,sys-2019-268357919,user-222188,PR000938,528.9,528.9,渠道-0318,WEB ,2019-09-11 12:50:55,2019-09-11 12:53:16,否
41846,sys-2019-307154138,user-286015,PR000622,864.82,811.92,渠道-0396,APP ,2019-06-23 13:30:14,2019-06-23 13:31:22,否
94709,sys-2019-337322254,user-129732,PR000384,441.52,441.52,渠道-0789,Wech atMP,2019-12-04 13:40:45,2019-12-04 13:40:56,否
46930,sys-2019-210955100,user-185890,PR000933,2100.62,2100.62,渠道-0007,We c hatMP,2019-07-08 22:04:14,2019-07-08 22:04:29,是
83994,sys-2019-279485404,user-192151,PR000585,310.53,308.06,渠道-0318,Wech atMP,2019-11-05 17:22:23,2019-11-05 17:24:53,否
26053,sys-2019-315568313,user-193343,PR000802,676.02,669.74,渠道-0568,APP ,2019-05-07 15:06:00,2019-05-07 15:06:14,否
11392,sys-2019-362476815,user-163673,PR000314,1671.5,1671.5,渠道-9527,Wech atMP,2019-02-28 20:14:01,2019-02-28 20:14:12,否
70064,sys-2019-235038983,user-128391,PR000899,2803.79,27163.82754681092,渠道-0191,Wech atMP,2019-09-20 12:58:57,2019-09-20 12:59:32,是
103529,sys-2019-359978726,user-205774,PR000963,450.17,407.25,渠道-0168,AP P ,2019-12-29 13:01:27,2019-12-29 13:01:48,否
89873,sys-2019-330112579,user-227028,PR000127,2034.72,2034.72,渠道-0896,Wech atMP,2019-11-21 20:54:40,2019-11-21 20:54:55,否
41224,sys-2019-311273266,user-137775,PR000325,559.93,559.93,渠道-0896,APP ,2019-06-21 12:59:23,2019-06-21 13:01:51,否
1016,sys-2019-291153675,user-158661,PR000222,6382.69,6306.91,渠道-0530,Wech atMP,2019-01-04 11:58:38,2019-01-04 11:58:58,否
70554,sys-2019-223027284,user-197917,PR000606,773.75,664.05,渠道-9527,Wech atMP,2019-09-22 13:27:04,2019-09-22 13:27:52,否
86164,sys-2019-307341243,user-159727,PR000652,326.03,67.31,渠道-9527,Wech atMP,2019-11-11 17:18:56,2019-11-11 17:19:37,否
103802,sys-2019-322200767,user-130044,PR000115,870.54,870.54,渠道-0530,APP ,2019-12-30 10:39:32,2019-12-30 10:41:25,否
3394,sys-2019-389132004,user-264200,PR000744,1750.51,1689.09,渠道-0530,Wech atMP,2019-01-15 18:34:52,2019-01-15 18:35:08,否
85851,sys-2019-335416661,user-141157,PR000352,699.29,673.05,渠道-9527,APP ,2019-11-10 17:45:15,2019-11-10 17:45:34,否
70419,sys-2019-227567575,user-171645,PR000819,2053.38,1917.88,渠道-0396,APP ,2019-09-21 19:40:05,2019-09-21 19:40:59,是
36477,sys-2019-306460957,user-108721,PR000895,576.52,576.52,渠道-0396,APP ,2019-06-08 18:37:09,2019-06-08 18:37:48,是
31990,sys-2019-253516261,user-261468,PR000587,339.13,339.13,渠道-0530,APP ,2019-05-26 15:18:15,2019-05-26 15:18:23,是
80108,sys-2019-281056432,user-107267,PR000938,1843.88,1843.88,渠道-0985,Wech atMP,2019-10-23 20:01:36,2019-10-23 20:02:04,否
11332,sys-2019-300388863,user-121628,PR000881,573.25,539.67,渠道-0896,APP ,2019-02-28 16:59:35,2019-02-28 16:59:52,否
36903,sys-2019-278424927,user-177654,PR000026,358.32,344.74,渠道-0765,APP ,2019-06-09 14:38:54,2019-06-09 14:39:08,否
11990,sys-2019-270947167,user-219747,PR000302,112.71,92.96,渠道-0530,ALiM P,2019-03-04 11:40:25,2019-03-04 11:41:04,否
55450,sys-2019-271706756,user-201497,PR000977,1390.82,1338.17,渠道-0765,We c hatMP,2019-08-04 19:15:25,2019-08-04 19:16:02,是
24533,sys-2019-227603244,user-163593,PR000549,3945.84,3638.91,渠道-0765,Wech atMP,2019-05-01 21:19:55,2019-05-01 21:20:14,否
63442,sys-2019-277188486,user-113573,PR000978,216.49,216.49,渠道-0896,We c hatMP,2019-08-30 13:51:53,2019-08-30 13:52:04,否
66603,sys-2019-332388429,user-105528,PR000766,754.36,701.1,渠道-0465,Wech atMP,2019-09-08 23:01:42,2019-09-08 23:02:12,否
39033,sys-2019-283961391,user-218608,PR000959,360.01,330.93,渠道-0191,Wech atMP,2019-06-15 13:30:26,2019-06-15 13:30:41,否
75947,sys-2019-288773699,user-149011,PR000086,377.04,344.52,渠道-0283,Wech atMP,2019-10-09 12:48:07,2019-10-09 12:52:47,否
43036,sys-2019-327566592,user-223606,PR000038,408.21,322.54,渠道-9527,APP ,2019-06-26 13:15:21,2019-06-26 13:16:38,否
66882,sys-2019-247838500,user-241553,PR000479,399.38,399.38,渠道-0530,AP P ,2019-09-09 15:19:35,2019-09-09 15:20:09,否
45739,sys-2019-278875966,user-275629,PR000534,483.37,398.55,渠道-0007,WEB ,2019-07-04 09:51:41,2019-07-04 09:52:05,否
77104,sys-2019-198087703,user-172126,PR000461,1175.91,878.66,渠道-0985,Wech atMP,2019-10-14 08:26:32,2019-10-14 08:32:03,否
68613,sys-2019-334058122,user-113050,PR000557,2030.38,1997.26,渠道-9527,Wech atMP,2019-09-15 16:05:53,2019-09-15 16:06:05,否
51867,sys-2019-249100858,user-111090,PR000793,508.21,352.11,渠道-0530,Wech atMP,2019-07-25 12:44:04,2019-07-25 12:44:17,是
87714,sys-2019-340095384,user-103428,PR000982,570.74,535.8,渠道-9527,APP ,2019-11-16 11:56:53,2019-11-16 11:57:55,否
80463,sys-2019-332120098,user-203057,PR000521,1438.57,1438.57,渠道-0283,Wech atMP,2019-10-25 13:21:24,2019-10-25 13:24:48,否
58708,sys-2019-188668765,user-205015,PR000206,306.73,297.93,渠道-0396,Wech atMP,2019-08-16 13:02:38,2019-08-16 13:02:54,否
3446,sys-2019-375701411,user-185935,PR000721,2547.42,2485.79,渠道-0168,WEB ,2019-01-15 22:22:21,2019-01-15 22:22:36,否
36573,sys-2019-305390357,user-183673,PR000335,1219.65,1016.38,渠道-0985,Wech atMP,2019-06-08 21:25:28,2019-06-08 21:25:40,否
96232,sys-2019-356598818,user-255895,PR000202,326.43,326.43,渠道-0896,We c hatMP,2019-12-08 13:59:06,2019-12-08 13:59:16,是
103636,sys-2019-287363805,user-190801,PR000238,1152.04,1145.79,渠道-0283,APP ,2019-12-29 15:10:20,2019-12-29 15:10:40,否
79722,sys-2019-278000369,user-161760,PR000939,645.36,535.67,渠道-9527,We c hatMP,2019-10-22 13:50:47,2019-10-22 13:51:07,是
60241,sys-2019-284271088,user-157355,PR000598,154.65,154.65,渠道-0330,Wech atMP,2019-08-20 13:24:02,2019-08-20 13:24:30,否
56391,sys-2019-343099386,user-170897,PR000623,858.13,818.71,渠道-0568,APP ,2019-08-09 12:50:26,2019-08-09 12:50:51,否
81554,sys-2019-304450444,user-112172,PR000767,684.82,341.24,渠道-0283,APP ,2019-10-28 19:08:37,2019-10-28 19:13:02,否
16980,sys-2019-291877001,user-110708,PR000624,301.16,301.16,渠道-0530,We c hatMP,2019-03-30 13:44:18,2019-03-30 13:44:42,否
62336,sys-2019-254505027,user-134325,PR000741,398.02,398.02,渠道-0789,Wech atMP,2019-08-26 21:58:02,2019-08-26 21:58:12,否
57255,sys-2019-208449466,user-181442,PR000433,215.45,215.45,渠道-0396,WEB ,2019-08-12 06:40:05,2019-08-12 06:40:30,否
91221,sys-2019-299363611,user-195096,PR000440,3266.57,3266.57,渠道-0330,Wech atMP,2019-11-24 22:29:57,2019-11-24 22:31:02,否
64871,sys-2019-293585626,user-142770,PR000206,1021.56,1021.56,渠道-0896,Wech atMP,2019-09-03 14:25:12,2019-09-03 14:27:10,否
73115,sys-2019-280793503,user-151853,PR000771,766.4,702.43,渠道-0765,Wech atMP,2019-09-30 17:57:28,2019-09-30 17:59:29,否
40494,sys-2019-340570977,user-298113,PR000415,407.61,405.41,渠道-0985,APP ,2019-06-19 12:00:41,2019-06-19 12:00:59,否
51380,sys-2019-288799211,user-106807,PR000068,447.75,88.55,渠道-0191,Wech atMP,2019-07-23 19:25:29,2019-07-23 19:25:47,是
30621,sys-2019-310838569,user-222870,PR000701,170.26,167.86,渠道-0465,Wech atMP,2019-05-21 20:32:53,2019-05-21 20:33:15,否
57788,sys-2019-279371117,user-188138,PR000241,629.38,598.89,渠道-0396,WEB ,2019-08-13 18:32:21,2019-08-13 18:34:18,是
87670,sys-2019-399062721,user-155254,PR000224,773.25,666.38,渠道-0530,Wech atMP,2019-11-16 10:14:58,2019-11-16 10:15:17,否
28944,sys-2019-270836186,user-117627,PR000523,438.28,390.33,渠道-9527,APP ,2019-05-16 19:32:53,2019-05-16 19:33:51,否
56082,sys-2019-245718109,user-156122,PR000267,470.15,378.01,渠道-0530,APP ,2019-08-07 13:55:38,2019-08-07 13:55:57,否
44415,sys-2019-295898547,user-185017,PR000613,545.12,393.24,渠道-0396,APP ,2019-06-30 13:54:05,2019-06-30 13:56:43,否
62087,sys-2019-251855287,user-103269,PR000384,670.31,670.31,渠道-0396,Wech atMP,2019-08-26 11:37:46,2019-08-26 11:38:10,否
16870,sys-2019-360354281,user-294847,PR000345,4603.43,4603.43,渠道-0530,APP ,2019-03-29 22:33:44,2019-03-29 22:34:07,是
76819,sys-2019-250778845,user-133997,PR000172,214.37,214.37,渠道-0530,APP ,2019-10-13 13:35:29,2019-10-13 13:37:34,是
812,sys-2019-307413506,user-101710,PR000981,1076.03,1073.96,渠道-0985,AP P ,2019-01-03 14:31:04,2019-01-03 14:31:17,否
6535,sys-2019-282408035,user-158741,PR000530,478.92,422.22,渠道-0168,AP P ,2019-02-01 14:21:34,2019-02-01 14:21:48,否
36826,sys-2019-369516097,user-264288,PR000259,875.08,834.0,渠道-0330,APP ,2019-06-09 13:29:15,2019-06-09 13:30:04,是
6424,sys-2019-316126379,user-281966,PR000412,3411.42,3411.42,渠道-0465,APP ,2019-01-31 21:52:30,2019-01-31 21:52:43,否
35616,sys-2019-316365685,user-155358,PR000473,1661.69,1619.82,渠道-0896,APP ,2019-06-05 20:00:37,2019-06-05 20:01:10,否
67631,sys-2019-255695985,user-174599,PR000263,497.43,497.43,渠道-0530,Wech atMP,2019-09-11 17:33:23,2019-09-11 17:34:06,否
57056,sys-2019-297096590,user-167355,PR000653,1992.07,1949.88,渠道-0896,Wech atMP,2019-08-11 14:04:15,2019-08-11 14:04:39,否
95178,sys-2019-347221607,user-175833,PR000790,1843.87,1843.87,渠道-0396,Wech atMP,2019-12-05 20:27:10,2019-12-05 20:27:23,否
47008,sys-2019-230053771,user-270972,PR000968,796.06,694.24,渠道-0568,ALiM P,2019-07-09 11:03:56,2019-07-09 11:05:59,否
43538,sys-2019-402140404,user-180035,PR000092,997.87,988.51,渠道-0396,APP ,2019-06-27 19:41:24,2019-06-27 19:41:52,否
70500,sys-2019-242283414,user-146770,PR000008,323.21,323.21,渠道-0007,ALiM P,2019-09-22 10:29:44,2019-09-22 10:32:34,否
9701,sys-2019-356093086,user-258096,PR000156,2096.96,2076.67,渠道-9527,Wech atMP,2019-02-19 21:22:11,2019-02-19 21:22:35,否
69816,sys-2019-278738157,user-235838,PR000650,540.01,540.01,渠道-0896,ALiM P,2019-09-19 11:58:16,2019-09-19 12:02:53,否
2037,sys-2019-294660835,user-175375,PR000068,3185.38,3185.38,渠道-0396,WEB ,2019-01-08 18:04:59,2019-01-08 18:05:36,否
21558,sys-2019-297175418,user-118804,PR000351,2398.68,2398.68,渠道-0789,Wech atMP,2019-04-17 20:35:25,2019-04-17 20:35:41,否
91011,sys-2019-195290384,user-194845,PR000033,227.69,178.58,渠道-0330,Wech atMP,2019-11-24 13:41:39,2019-11-24 13:41:49,否
86462,sys-2019-319863312,user-105539,PR000639,,,渠道-0396,APP ,2019-11-12 14:30:34,2019-11-12 14:30:49,否
43270,sys-2019-350345718,user-123814,PR000084,342.99,280.81,渠道-0896,AP P ,2019-06-26 21:17:57,2019-06-26 21:18:28,否
13489,sys-2019-369287499,user-147359,PR000844,792.76,750.06,渠道-0896,Wech atMP,2019-03-12 13:22:37,2019-03-12 13:22:55,否
22999,sys-2019-314610901,user-248503,PR000532,2525.1,2485.29,渠道-0396,Wech atMP,2019-04-25 12:03:20,2019-04-25 12:03:29,否
19537,sys-2019-436542996,user-196339,PR000487,919.8,831.53,渠道-0007,Wech atMP,2019-04-10 13:49:57,2019-04-10 13:50:13,否
15255,sys-2019-258370523,user-194709,PR000607,3550.13,3493.05,渠道-0765,APP ,2019-03-21 20:15:02,2019-03-21 20:15:42,否
53644,sys-2019-322774431,user-103121,PR000010,179.72,179.72,渠道-0330,APP ,2019-07-30 15:27:58,2019-07-30 15:35:24,否
3848,sys-2019-273803339,user-180707,PR000558,365.36,342.82,渠道-0985,APP ,2019-01-18 18:46:39,2019-01-18 18:46:53,否
16917,sys-2019-332327315,user-128395,PR000146,632.57,598.38,渠道-0318,APP ,2019-03-30 12:05:56,2019-03-30 12:06:31,否
83201,sys-2019-399257239,user-259581,PR000260,722.82,681.79,渠道-0896,Wech atMP,2019-11-03 13:01:57,2019-11-03 13:02:11,否
3914,sys-2019-390266688,user-225450,PR000740,171.79,171.79,渠道-0530,Wech atMP,2019-01-18 22:37:11,2019-01-18 22:37:36,否
47965,sys-2019-284147311,user-198789,PR000707,142.26,22.4,渠道-0007,APP ,2019-07-12 13:05:18,2019-07-12 13:05:56,否
91282,sys-2019-378332431,user-164079,PR000947,476.3,362.03,渠道-0789,Wech atMP,2019-11-25 10:59:48,2019-11-25 11:00:01,否
67761,sys-2019-314778777,user-227470,PR000115,349.82,308.66,渠道-0396,Wech atMP,2019-09-12 10:58:14,2019-09-12 10:58:53,否
57237,sys-2019-254398377,user-202273,PR000044,419.96,419.96,渠道-0283,We c hatMP,2019-08-11 22:51:22,2019-08-11 22:53:01,否
102505,sys-2019-263326800,user-166654,PR000435,800.68,7962.947081004167,渠道-0568,Wech atMP,2019-12-26 15:17:49,2019-12-26 15:18:01,否
18834,sys-2019-410686356,user-209852,PR000787,530.78,503.83,渠道-0007,APP ,2019-04-06 23:08:36,2019-04-06 23:08:53,否
11673,sys-2019-311489447,user-234217,PR000270,1261.99,1223.18,渠道-9527,APP ,2019-03-02 17:07:24,2019-03-02 17:08:20,否
24448,sys-2019-232537123,user-118079,PR000878,175.04,175.04,渠道-9527,APP ,2019-05-01 18:25:04,2019-05-01 18:25:23,否
46831,sys-2019-226971963,user-169263,PR000087,2373.24,2357.52,渠道-0896,AP P ,2019-07-08 18:07:22,2019-07-08 18:07:34,否
5162,sys-2019-286262850,user-245077,PR000694,460.18,460.18,渠道-0568,APP ,2019-01-24 22:22:59,2019-01-24 22:23:09,否
28580,sys-2019-281376283,user-133680,PR000049,677.62,677.62,渠道-0396,Wech atMP,2019-05-15 14:52:31,2019-05-15 14:52:58,否
104053,sys-2019-320166421,user-251463,PR000002,1054.19,1024.73,渠道-0530,WEB ,2019-12-31 02:44:07,2019-12-31 02:44:19,否
98164,sys-2019-320650754,user-192238,PR000584,475.14,451.32,渠道-0985,Wech atMP,2019-12-14 11:45:16,2019-12-14 11:45:28,否
28894,sys-2019-212230755,user-195392,PR000411,1884.77,1868.25,渠道-0007,Wech atMP,2019-05-16 16:17:21,2019-05-16 16:17:34,否
19647,sys-2019-334184089,user-222182,PR000386,3219.5,3168.84,渠道-9527,AP P ,2019-04-10 19:22:46,2019-04-10 19:23:44,否
83284,sys-2019-278166622,user-285861,PR000901,2000.02,19155.33848393343,渠道-0765,WEB ,2019-11-03 14:33:24,2019-11-03 14:33:58,否
42693,sys-2019-268754017,user-115945,PR000297,762.22,758.81,渠道-0191,Wech atMP,2019-06-25 15:38:33,2019-06-25 15:39:17,否
79809,sys-2019-302028510,user-176105,PR000894,642.76,632.98,渠道-0765,APP ,2019-10-22 16:27:52,2019-10-22 16:28:17,否
77856,sys-2019-287130510,user-141426,PR000267,2175.65,2175.65,渠道-0007,APP ,2019-10-15 21:16:11,2019-10-15 21:16:28,否
36259,sys-2019-316381726,user-262312,PR000716,999.25,939.64,渠道-9527,Wech atMP,2019-06-08 07:54:07,2019-06-08 07:57:54,否
4076,sys-2019-380448780,user-119443,PR000897,1261.2,1261.2,渠道-0396,APP ,2019-01-19 20:46:06,2019-01-19 20:46:18,否
14320,sys-2019-277839371,user-144972,PR000236,313.05,213.33,渠道-0530,AP P ,2019-03-16 20:09:56,2019-03-16 20:10:30,否
34908,sys-2019-217876390,user-229147,PR000383,833.55,817.21,渠道-0985,APP ,2019-06-04 12:56:19,2019-06-04 12:56:36,否
45794,sys-2019-279799442,user-124927,PR000973,520.59,442.56,渠道-9527,APP ,2019-07-04 13:32:09,2019-07-04 13:32:35,否
92203,sys-2019-367313250,user-210039,PR000395,2372.11,2372.11,渠道-0007,We c hatMP,2019-11-27 19:58:44,2019-11-27 20:00:21,否
9705,sys-2019-355730676,user-207887,PR000173,408.54,390.25,渠道-0396,APP ,2019-02-19 21:33:10,2019-02-19 21:33:36,否
102586,sys-2019-248411101,user-173343,PR000734,2535.41,2479.34,渠道-0765,APP ,2019-12-26 20:03:43,2019-12-26 20:04:10,否
15322,sys-2019-421773620,user-158435,PR000438,338.97,276.53,渠道-0896,APP ,2019-03-22 12:19:12,2019-03-22 12:19:53,否
97710,sys-2019-322196003,user-134426,PR000696,286.46,0.0,渠道-0283,Wech atMP,2019-12-12 19:50:20,2019-12-12 19:50:33,否
55116,sys-2019-289373911,user-162484,PR000685,178.43,160.94,渠道-0765,APP ,2019-08-03 18:19:41,2019-08-03 18:20:28,是
67865,sys-2019-299052679,user-129860,PR000226,351.28,351.28,渠道-0283,Wech atMP,2019-09-12 16:52:25,2019-09-12 16:53:00,否
2286,sys-2019-331452942,user-115592,PR000706,,,渠道-0765,APP ,2019-01-10 13:20:18,2019-01-10 13:20:30,是
56708,sys-2019-276292642,user-200279,PR000515,761.79,656.14,渠道-0168,APP ,2019-08-10 13:51:24,2019-08-10 13:52:47,否
72851,sys-2019-258793881,user-226926,PR000755,639.76,639.76,渠道-0896,AP P ,2019-09-30 09:15:57,2019-09-30 09:16:13,否
68424,sys-2019-280564699,user-243290,PR000155,152.41,72.09,渠道-0283,Wech atMP,2019-09-14 20:39:08,2019-09-14 20:39:24,否
94038,sys-2019-301925817,user-175173,PR000400,229.76,165.47,渠道-0396,APP ,2019-12-02 13:14:19,2019-12-02 13:14:50,否
22694,sys-2019-326154565,user-180749,PR000235,1902.9,1857.32,渠道-0896,Wech atMP,2019-04-24 12:47:55,2019-04-24 12:48:06,否
103120,sys-2019-341573806,user-145466,PR000431,236.28,236.28,渠道-0985,APP ,2019-12-28 12:58:20,2019-12-28 12:58:56,是
87167,sys-2019-341242065,user-296833,PR000461,929.77,929.77,渠道-9527,Wech atMP,2019-11-14 19:37:36,2019-11-14 19:37:55,否
16255,sys-2019-288454592,user-185198,PR000175,390.34,352.85,渠道-9527,APP ,2019-03-26 11:59:46,2019-03-26 12:00:11,否
40669,sys-2019-216933423,user-193046,PR000782,1454.42,1442.66,渠道-0396,Wech atMP,2019-06-19 16:33:33,2019-06-19 16:33:44,否
67906,sys-2019-255918065,user-105015,PR000933,2580.96,2579.7,渠道-0985,APP ,2019-09-12 19:10:33,2019-09-12 19:11:51,否
81808,sys-2019-366735754,user-139201,PR000170,765.21,740.16,渠道-0396,Wech atMP,2019-10-29 15:32:05,2019-10-29 15:34:28,否
36616,sys-2019-352614347,user-175920,PR000789,768.79,768.79,渠道-0318,Wech atMP,2019-06-08 22:48:51,2019-06-08 22:52:25,否
3522,sys-2019-261870825,user-184760,PR000693,1075.9,1065.98,渠道-0530,WEB ,2019-01-16 15:02:10,2019-01-16 15:03:50,否
86823,sys-2019-253235938,user-183654,PR000930,343.24,343.24,渠道-0896,Wech atMP,2019-11-13 19:01:26,2019-11-13 19:02:00,否
74421,sys-2019-287674365,user-278073,PR000482,245.33,245.33,渠道-0568,APP ,2019-10-04 17:20:37,2019-10-04 17:20:56,否
81541,sys-2019-335521343,user-189628,PR000610,3559.58,3559.58,渠道-0765,AP P ,2019-10-28 18:25:54,2019-10-28 18:26:13,否
100,sys-2019-383724875,user-150296,PR000066,938.35,865.68,渠道-0896,APP ,2019-01-01 13:22:14,2019-01-01 13:22:31,否
89328,sys-2019-367514719,user-246727,PR000720,567.91,532.79,渠道-0396,APP ,2019-11-20 12:48:41,2019-11-20 12:50:06,否
27124,sys-2019-282267146,user-213086,PR000724,308.55,290.27,渠道-0465,We c hatMP,2019-05-11 14:08:13,2019-05-11 14:08:20,否
90937,sys-2019-368773164,user-244099,PR000829,259.68,259.68,渠道-0896,Wech atMP,2019-11-24 12:42:42,2019-11-24 12:42:58,否
23102,sys-2019-338043710,user-145927,PR000419,446.25,384.7,渠道-0530,APP ,2019-04-25 14:45:58,2019-04-25 14:47:52,否
39530,sys-2019-314464348,user-126176,PR000235,2614.31,2536.89,渠道-0765,Wech atMP,2019-06-16 22:03:12,2019-06-16 22:03:36,否
59826,sys-2019-218708201,user-206411,PR000518,558.36,471.7,渠道-0896,APP ,2019-08-19 13:12:58,2019-08-19 13:13:31,否
89752,sys-2019-265925735,user-184894,PR000515,506.33,485.82,渠道-0530,Wech atMP,2019-11-21 14:56:17,2019-11-21 14:56:35,否
84561,sys-2019-332029785,user-120502,PR000321,244.97,244.97,渠道-0896,APP ,2019-11-07 12:58:04,2019-11-07 12:58:19,否
67615,sys-2019-256387878,user-102464,PR000773,487.22,435.56,渠道-0283,WEB ,2019-09-11 15:45:37,2019-09-11 15:46:00,否
44853,sys-2019-247474664,user-100346,PR000317,1248.43,1241.4,渠道-9527,APP ,2019-07-01 16:29:25,2019-07-01 16:30:24,否
4462,sys-2019-383978553,user-215064,PR000361,405.16,405.16,渠道-0896,APP ,2019-01-21 14:08:32,2019-01-21 14:09:07,否
84265,sys-2019-323931956,user-150346,PR000086,582.72,548.29,渠道-0985,Wech atMP,2019-11-06 14:15:32,2019-11-06 14:51:29,否
73587,sys-2019-247553740,user-202661,PR000154,423.38,402.7,渠道-0530,Wech atMP,2019-10-01 16:48:49,2019-10-01 16:49:01,否
54464,sys-2019-263667465,user-217809,PR000396,2092.02,2039.15,渠道-0396,Wech atMP,2019-08-01 18:36:02,2019-08-01 18:36:13,是
73957,sys-2019-304933671,user-172676,PR000606,340.93,291.5,渠道-0896,Wech atMP,2019-10-02 16:13:52,2019-10-02 16:23:27,否
86186,sys-2019-358985383,user-153321,PR000942,1197.79,1108.68,渠道-0530,We c hatMP,2019-11-11 18:45:09,2019-11-11 18:45:22,否
61208,sys-2019-328787988,user-171793,PR000463,510.27,510.27,渠道-0765,Wech atMP,2019-08-23 10:22:12,2019-08-23 10:26:33,是
4654,sys-2019-374788268,user-123947,PR000556,897.06,878.5,渠道-0765,APP ,2019-01-22 08:16:01,2019-01-22 08:16:13,否
79868,sys-2019-255589678,user-193530,PR000350,1223.81,1175.66,渠道-0789,Wech atMP,2019-10-22 20:14:02,2019-10-22 20:14:49,否
30872,sys-2019-355511777,user-229907,PR000347,486.06,424.51,渠道-0896,Wech atMP,2019-05-22 13:31:04,2019-05-22 13:31:23,否
24301,sys-2019-302760985,user-151581,PR000564,670.8,619.2,渠道-0765,Wech atMP,2019-05-01 13:42:38,2019-05-01 13:42:45,否
56604,sys-2019-242880880,user-188484,PR000554,753.31,753.31,渠道-0168,APP ,2019-08-09 23:06:05,2019-08-09 23:06:49,否
30773,sys-2019-312499846,user-156524,PR000839,644.2,644.2,渠道-0789,AL i MP,2019-05-22 11:55:10,2019-05-22 11:55:26,否
54665,sys-2019-296392979,user-158966,PR000150,1192.1,1072.65,渠道-0896,APP ,2019-08-02 13:33:57,2019-08-02 13:34:49,否
96199,sys-2019-314109883,user-186997,PR000481,592.87,592.87,渠道-0896,AP P ,2019-12-08 13:33:59,2019-12-08 13:34:26,是
41910,sys-2019-328472332,user-236724,PR000535,783.61,783.61,渠道-0007,Wech atMP,2019-06-23 15:33:01,2019-06-23 15:33:37,否
18200,sys-2019-386554031,user-157710,PR000031,246.81,225.51,渠道-0318,WEB ,2019-04-04 10:37:40,2019-04-04 10:37:57,否
24892,sys-2019-282744027,user-111145,PR000711,1253.65,1253.65,渠道-0283,APP ,2019-05-03 04:20:35,2019-05-03 04:20:49,是
36543,sys-2019-292396607,user-149889,PR000147,1149.79,1106.18,渠道-0765,We c hatMP,2019-06-08 20:49:42,2019-06-08 20:50:09,是
86451,sys-2019-312479233,user-179443,PR000498,274.45,197.6,渠道-0530,Wech atMP,2019-11-12 14:15:24,2019-11-12 14:15:40,否
28356,sys-2019-349986455,user-194980,PR000050,484.07,484.07,渠道-0896,APP ,2019-05-15 09:06:38,2019-05-15 09:06:55,否
16223,sys-2019-355912646,user-161696,PR000900,896.93,896.93,渠道-9527,Wech atMP,2019-03-25 22:06:17,2019-03-25 22:06:43,否
69454,sys-2019-161820853,user-113441,PR000250,1858.04,1805.82,渠道-0191,We c hatMP,2019-09-17 16:21:02,2019-09-17 16:21:47,否
36510,sys-2019-280654943,user-184376,PR000124,4990.42,4951.46,渠道-0168,We c hatMP,2019-06-08 20:01:49,2019-06-08 20:03:16,否
3099,sys-2019-302744466,user-118601,PR000043,1625.09,1586.2,渠道-9527,APP ,2019-01-14 17:26:12,2019-01-14 17:26:31,否
16631,sys-2019-407177061,user-104038,PR000082,1770.49,1766.23,渠道-0168,Wech atMP,2019-03-28 20:00:33,2019-03-28 20:01:05,否
47365,sys-2019-221096152,user-272512,PR000999,303.92,303.92,渠道-0396,APP ,2019-07-10 10:08:09,2019-07-10 10:08:26,否
98953,sys-2019-402841091,user-165021,PR000938,729.35,638.93,渠道-0283,Wech atMP,2019-12-16 08:28:46,2019-12-16 08:29:01,是
81468,sys-2019-284944487,user-231970,PR000938,897.81,602.48,渠道-0789,APP ,2019-10-28 14:43:57,2019-10-28 14:44:14,否
31180,sys-2019-325471636,user-172209,PR000334,485.53,471.9,渠道-0765,APP ,2019-05-23 12:56:32,2019-05-23 12:56:49,否
45262,sys-2019-269775907,user-102065,PR000188,994.42,951.84,渠道-0896,ALiM P,2019-07-02 15:55:30,2019-07-02 15:56:10,否
92520,sys-2019-316193646,user-112434,PR000539,2506.89,2487.66,渠道-0896,APP ,2019-11-28 19:38:44,2019-11-28 19:39:16,是
78238,sys-2019-180261843,user-142108,PR000876,2086.76,2068.68,渠道-0896,APP ,2019-10-17 17:51:42,2019-10-17 17:52:19,否
29707,sys-2019-274871217,user-162696,PR000188,2275.39,2205.13,渠道-0765,AP P ,2019-05-19 19:29:42,2019-05-19 19:29:59,否
88123,sys-2019-303949000,user-162275,PR000417,144.23,51.51,渠道-0765,WEB ,2019-11-17 00:03:37,2019-11-18 07:26:11,否
36570,sys-2019-308763534,user-258073,PR000728,2059.0,1947.0,渠道-9527,We c hatMP,2019-06-08 21:24:07,2019-06-08 21:28:19,否
